Id,Date,Title,Description
780,"January 03, 2020, Friday",SBI planning to sell 5 million shares representing 1.01% stake in NSE,"Currently, State Bank of India (SBI) holds 5.19 per cent stake in the exchange"
781,"January 03, 2020, Friday",India extends $75 mn line of credit via EXIM Bank for solar parks in Cuba,Banco Exterior De Cuba is a nominated agency of the Government of Cuba
782,"January 03, 2020, Friday",Bank of Baroda raises Rs 920 cr via private placement of Basel III bonds,"The issue which opened on Thursday and closed the same day, saw a total of 11 allottees through private placement of bonds, the ..."
783,"January 02, 2020, Thursday","SBI will create unit to manage rural, semi-urban business: Rajnish Kumar","Under financial inclusion, the bank has about 58,000 BCs and 22,010 branches across the country to offer banking services"
784,"January 02, 2020, Thursday","RBI to conduct OMO to buy, sell govt bonds of Rs 10,000 cr each on Jan 6",RBI said it reserves the right to decide on the quantum of purchase/sale of individual securities; accept bids/offers for less ...
785,"January 02, 2020, Thursday",Bank credit grows 7.1% to Rs 99.47 trn; deposits rise 10% to Rs 130 trn,"In the year-ago fortnight, banks' advances stood at Rs 92.87 trillion, while deposits were at Rs 118.16 trillion"
786,"January 02, 2020, Thursday",JM Financial Home Loans eyes Rs 2K-cr loan-book by FY21 with BoB pact,Sheth further said they will also be tapping the customers from those developers whom it funds now to grow the loan book
787,"January 02, 2020, Thursday",Electricity supply falls for 5th straight month to 1.1% amid slowdown,"Power supply fell to 101.92 billion units in December, down 1.1% from 103.04 billion units last year, an analysis of daily load ..."
788,"January 02, 2020, Thursday",Mobile handset manufacturers seek GST cut to 12% from 18-28% on accessories,The PCBA is a key component in the mobile manufacturing ecosystem. It sought continuation of BCD on mobile phones at 20 per cent
789,"January 02, 2020, Thursday","Shriram Transport to issue second tranche of bonds, raise up to Rs 1,000 cr","The base size of the issue is Rs 200 crore with an option to retain oversubscription aggregating up to Rs 1,000 crore"
790,"January 02, 2020, Thursday",RBI comes up with mobile app to help visually impaired identify notes,"The free app doesn't need Internet connection and can identify Mahatma Gandhi series of notes, both old and new, included in half ..."
791,"January 01, 2020, Wednesday",RBI says UCBs with deposits of over Rs 100 cr should be run professionally,These UCBs must obtain prior approval of the RBI for appointing the CEO
792,"January 01, 2020, Wednesday",Govt retains interest rates on small savings; depositors may cheer decision,"A cheer for depositors, the move is contrary to what RBI and banks had advised"
793,"January 01, 2020, Wednesday","IL&FS is a test case for group resolution, says Uday Kotak",The new board of Infrastructure Leasing and Financial Services (IL&FS) expects to recover close to 50 per cent of the firm's ...
794,"December 31, 2019, Tuesday",Third-party ATM switch ASPs to comply with cybersecurity controls: RBI,"The RBI-regulated entities have to amend their contracts at the earliest or at the time of renewal, in any case not later than ..."
795,"December 31, 2019, Tuesday",The big sweet spot: Retail loan market to double in 5 years to Rs 96 trn,"While concerns have been expressed of late that stress may be on the rise in the retail loan books, it is also true that lenders ..."
796,"December 31, 2019, Tuesday",Five-point agenda for NBFCs to create a sustainable business model,Non-banking financial companies (NBFCs) continued to contribute significantly to the economy
797,"December 31, 2019, Tuesday",SBI to float $2-bn distressed asset fund; to bring in global partners,The size of the distressed asset fund is expected to be on the lines of the government of India-backed AIF for distressed housing ...
798,"December 31, 2019, Tuesday",The co-lending model of NBFCs & banks may reshape credit delivery. Will it?,A problem which is now being worked upon is to how to marry the low cost of funds from banks with the lower cost of operations of ...
799,"December 31, 2019, Tuesday",Beleaguered LVB suffers yet another top-level exit as CFO puts in papers,"S Sundar follows at least three other senior executives, including former CEO Parthasarathi Mukherjee, who quit in August"
800,"December 31, 2019, Tuesday",Banks' non-food credit growth slows 7.2% to Rs 86.73 trn in Nov: RBI,"Non-food credit growth of banks slowed to 7.2 per cent to Rs 86.73 lakh crore in November, according to the latest data from the ..."
801,"December 31, 2019, Tuesday",RBI asks UCBs with deposits of over Rs 100 cr to form Board of Management,"The BoM will be constituted by the Board of Directors (BoD) of the UCBs concerned within one year, the RBI said"
802,"December 31, 2019, Tuesday","Expecting better liquidity, NBFCs hope to come out of dark tunnel in 2020",The crippled non-banking financial companies are hoping for better days in the New Year as they expect liquidity condition to ...
803,"December 31, 2019, Tuesday",Bank consolidation: Non-anchor PSBs urge govt for new name after merger,United Bank of India has written to the Government seeking a new name for the entity formed out of its merger with Punjab ...
804,"December 31, 2019, Tuesday","Year in review: History behind, Das-led RBI charts new trails in 2019","Under his governorship, Das silenced the ever-hungry market and North Block mandarins with 135 basis points reduction in interest ..."
805,"December 31, 2019, Tuesday",10-year bond yields rise on RBI's special open market operations,"Interestingly, instead of the 10-year bond yields coming down, it increased about 5 basis points to close at 6.55% after the OMO"
806,"December 30, 2019, Monday","MDR waiver to hit fintechs, payments companies' business model",Industry fears the move to drag the growth of digital payments
807,"December 30, 2019, Monday",RBI wants urban cooperative banks to focus mainly on priority sector,UCBs' target for priority-sector lending has been proposed at 75 per cent of their credit from 40 per cent now
808,"December 30, 2019, Monday",Decade in review: How state-owned banks rose to the occasion amid crisis,"At the start of the decade, the government was busy infusing stimulus packages to revive various sectors affected by the global ..."
809,"December 30, 2019, Monday","IFIN reports net loss of Rs 13,272 cr in FY19, net revenue down by 87.22%",96% of loans disbursed are non-performing
810,"December 30, 2019, Monday",RBI allows use of UPI and other non-bank payment methods to link FASTags,"Move to boost NETC, foster competition among system participants; turnaround time for resolving failed transactions will be ..."
811,"December 30, 2019, Monday","RBI buys Rs 10,000 cr worth long-term govt securities in second special OMO","The RBI had announced to purchase and sell simultaneously government securities under Open Market Operations (OMO) for Rs 10,000 ..."
812,"December 30, 2019, Monday","Year in Review: Banking sector bets on reforms, mergers for revival","""Every fundamentals indicate towards higher growth and better future next year,"" Finance Secretary Rajiv Kumar told PTI, ..."
813,"December 30, 2019, Monday",Home loan EMIs to reduce as SBI cuts external benchmark rate by 25 bps,"The new rates will be applicable from January 1, 2020"
814,"December 29, 2019, Sunday","Finance organisations must focus on risk, governance to be future-ready",Automation also needs to be accompanied by a transformation of skills and talent to enable the finance function to  take on the ...
815,"December 29, 2019, Sunday","Top 50 corporates reduce debt by about Rs 60,000 cr in first half of FY20","In the last financial year 2018-19, sources said, these companies had reduced their debt burden by about Rs 43,000 crore"
816,"December 29, 2019, Sunday","Deposit Insurance Corporation sees Rs 14,100-cr claims amid PMC crisis","The Deposit Insurance and Credit Guarantee Corporation has received a total claim of about Rs 14,100 crore in case of defaulting ..."
817,"December 29, 2019, Sunday",HFCs' share in realty loans doubles to Rs 2.01 trillion since 2016: RBI,"Over the past four years, total financing to real estate companies nearly doubled to Rs 2.01 trillion, shows the FSR released on ..."
818,"December 29, 2019, Sunday",RBI blasts credit rating agencies for allowing 'rating shopping',"After getting it badly from markets watchdog Sebi, credit rating agencies (CRAs) whose role in the bad loan implosion has been ..."
819,"December 29, 2019, Sunday",RBI inspection report of scam-hit PMC Bank yet to be finalised: RTI,The RBI declined to give copies of two complaints received by it regarding 'irregularities' in the bank and the action taken on ...
820,"December 29, 2019, Sunday",FM directs CBI to use director identification number in notices to bankers,PSBs may report fraud through e-filing of FIRs on a designated email address of CBI
821,"December 28, 2019, Saturday",RBI proposes using equity price movements to signal corporate stress,"Apex bank's FSR report says equity prices may also be used to determine 'intermediate' rating action, but advises caution about ..."
822,"December 28, 2019, Saturday",Banks needn't fear the 'three Cs' of investigation: FM Sitharaman,"Sitharaman said bankers have no reason to fear the ""three Cs"", referring to the Central Bureau of Investigation (CBI), Central ..."
823,"December 28, 2019, Saturday","Govt's reform measures restored PSBs to health, 13 banks posted profits: FM",It said that PSBs have attached assets worth over Rs 2.3 lakh crore over the last three financial years
824,"December 28, 2019, Saturday","Slowdown, credit squeeze to increase NPA, but banks more resilient now: RBI",Says geopolitical uncertainties an overhang; CAD to remain under control
825,"December 28, 2019, Saturday","Housing prices in cities continue to moderate, says RBI report","On a year-on-year basis, a large variation was observed in HPI growth, with Kanpur recording the highest rise (18.3 per cent) and ..."
826,"December 28, 2019, Saturday",Insured deposits constitute 28.1% of assessable deposit base at March-end,"As of 2018-19, the premium collected from member banks was Rs 12,040 crore, of which commercial banks contributed 93 per cent ..."
827,"December 28, 2019, Saturday",UCBs to be part of CRILIC reporting framework from December 31,"Currently, the UCBs are not a part of the CRILIC reporting framework. The RBI's move will help strengthen offsite supervision and ..."
828,"December 27, 2019, Friday",Impact of NBFC failures on banking system has reduced in past 6 months: RBI,"Following NBFCs, HFCs were the second-largest borrowers of funds from the financial system with gross payables of around Rs 5.9 ..."
829,"December 27, 2019, Friday","Grappling with stress, PSBs need to build buffers to absorb shocks: Report",State-owned banks have been grappling with stressed loans and limited capacity to absorb further rise in slippages expected due ...
830,"December 27, 2019, Friday",Bank frauds rise to Rs 1.13 trn in H1 FY20 due to detection delay: RBI,"This involved 4,412 fraud cases of Rs 1 lakh and above, as per the report"
831,"December 27, 2019, Friday","Steeply falling revenue risks fiscal parameters, could be a challenge: RBI","What is more pertinent is the divestment revenue. Of the Rs 1.05 lakh crore budgeted for the year, only 17 per cent have been ..."
832,"December 27, 2019, Friday",Report all exposures above Rs 5 crore: RBI directs large co-op banks,"To start with, UCBs will be required to submit CRILC report on quarterly basis with effect from December 31, 2019"
833,"December 27, 2019, Friday",NBFCs' gross NPA ratio rises from 6.1% to 6.3% in Sept: RBI report,"Non-bank lenders witnessed stress in their asset quality in the first half of the current fiscal, with gross NPA ratio increasing ..."
834,"December 27, 2019, Friday",RBI's G-sec purchases under 'operation twist' a comforting factor for PSBs,"The fall in 10-year G-Sec yields is estimated to benefit state-owned banks by Rs 5,760 crore; Nifty PSU Bank rises 3%"
835,"December 27, 2019, Friday",Improve corporate governance to lift economic efficiency: RBI to India Inc,Comments come at a time when many promoters of companies are under regulatory scanner
836,"December 27, 2019, Friday","To safeguard banking, SBI to introduce OTP-based ATM transactions from Jan","This additional factor of authentication will protect State Bank card holders from unauthorized ATM cash withdrawals, it said ..."
837,"December 27, 2019, Friday",Banks' gross NPA ratios may rise from 9.3% to 9.9% by Sept 2020: RBI,The foreign banks' gross bad loans may increase to 3.1 per cent from 2.9 per cent in September 2019
838,"December 27, 2019, Friday","LIC pays Rs 2,611 cr dividend to govt, generated Rs 53,214.41 cr in 2018-19",LIC Chairman M R Kumar handed over the cheque to Finance Minister Nirmala Sitharaman in presence of Finance Secretary Rajiv Kumar ...
839,"December 27, 2019, Friday","SFBs slow in MUDRA credit offtake in Odisha, extend just 2% of total loans","Have disbursed just Rs 135 cr out of a total assistance of Rd 6,492 cr; Private sector lenders eclipse all banks"
840,"December 27, 2019, Friday","PMC Bank crisis: Administrator to seek valuation of HDIL's aircraft, yacht","These assets belong to HDIL group firms owned by Rakesh Wadhawan and his son Sarang, the prime accused in the Rs 6,500-crore scam ..."
841,"December 27, 2019, Friday","Govt approves infusion of Rs 4,360 cr in IOB; UCO Bank gets Rs 2,142 cr","In August, the finance ministry had announced a capital infusion of Rs 3,800 crore in the state-owned lender. This has now been ..."
842,"December 27, 2019, Friday","IOB to get Rs 4,360 crore from govt, hopes to report profits from March","Karnam Sekar, Managing Director and Chief Executive Officer, IOB, recently said that the bank is expected to come out from prompt ..."
843,"December 27, 2019, Friday","Slowdown blues: Bank credit growth may fall to 6.5-7% in FY20, says Icra","According to ICRA, even in a high-growth scenario, wherein the second half of FY20 sees the incremental bank credit rise to Rs ..."
844,"December 27, 2019, Friday",FM Nirmala Sitharaman to hold review meeting with PSB chiefs on Saturday,"Sitharaman will also discuss with PSBs the prospects of launching RuPay credit cards, a move that was recently announced by SBI ..."
845,"December 27, 2019, Friday",RBI to again conduct special open-market operation on December 30,Analysts expect the central bank to cut repo even further
846,"December 27, 2019, Friday",Loans and advances of foreign banks operating in India grew 13% in FY19,Loans and advances of foreign banks operating in India rose about 13 per cent to nearly Rs 3.97 trillion in 2018-19.This was ...
847,"December 26, 2019, Thursday","Airtel Payments Bank enables NEFT, users can make transfers at any time","The facility will be available to customers on 24x7 basis even on holidays, enabling them to receive or send funds to any bank ..."
848,"December 26, 2019, Thursday","As builders focus on building cheaper apartments, home sales jump in Mumbai",Sales in Mumbai rose 22% in 2019 even though a persistent credit crunch and economic slowdown curtailed recovery in India's ...
849,"December 26, 2019, Thursday","Ahead of merger, Allahabad Bank gets Rs 2,153-cr fresh capital from govt",The Department of Financial Services in a letter on Thursday conveyed the sanction for release of the fresh capital infusion fund ...
850,"December 26, 2019, Thursday","RBI appoints J&K Bank as lead banking convenor for J&K, SBI for Ladakh",The Reserve Bank on Thursday appointed Jammu & Kashmir Bank as the lead banker for the newly carved out union territory of Jammu ...
851,"December 26, 2019, Thursday",Banking sector net NPA may improve to 3.2% by FY20 end: ICRA report,Net NPAs of banking sector stood at 3.8 per cent as of March 2019
852,"December 26, 2019, Thursday","PNB raises Rs 1,500 cr via bonds, funds to be used for business expansion","The lender has issued 15,000 redeemable Basel III compliant Tier II bonds in the nature of debenture of Rs 10 lakh each, it said"
853,"December 26, 2019, Thursday","Courts crack whip on Mallya, Nirav Modi in 2019; relief for Ajit Pawar","Under the Fugitive Economic Offences Act, the court can order attachment of offenders' properties"
854,"December 26, 2019, Thursday",Bad loans taken over by ARCs rose 17.4% in 12 months ended June 2019,"The amount they bought of such NPAs in the 12-month period was less, at Rs 57,506 cr, from the Rs 67,830 cr they acquired in the ..."
855,"December 25, 2019, Wednesday",Digital banking initiatives of PSBs under merger likely to be delayed,"According to officials, integration of core banking systems may take 12-18 months"
856,"December 24, 2019, Tuesday","UCBs need to address weak governance, slow tech adoption, says RBI report",The sector faces increasing competition from not only scheduled commercial banks (SCBs) but also from small finance banks and ...
857,"December 24, 2019, Tuesday","Total amount in bank frauds rise 74% to Rs 71,543 cr in FY19: RBI report","Frauds have been predominantly in the loan portfolio, both in number and value."
858,"December 24, 2019, Tuesday",Shadow banking crisis: NBFCs' asset quality under stress as profit slips,"In the first half of FY20, asset quality of the sector showed further deterioration with slight increase in GNPAs."
859,"December 24, 2019, Tuesday",Assess health of PSbs by their ability to raise resource from market: RBI,"In 2017-18, the government had infused a capital of Rs 90,000 and another Rs 1,06,000 crore in 2018-19 into the PSBs, bolstering ..."
860,"December 24, 2019, Tuesday","IMF cautions India against fiscal stimulus, says govt should go for reforms",The Budget projected the Centre's fiscal deficit to come down to 3.3 per cent of the country's gross domestic product (GDP) in ...
861,"December 24, 2019, Tuesday",IMF raises questions over methodology to calculate GDP growth in India,IMF also said there were weaknesses in the deflation method used to derive value added. Deflators are used to convert GDP at ...
862,"December 24, 2019, Tuesday",Corporate governance 'fault lines' emerging at some pvt lenders: RBI report,"The central bank said it would focus on improving supervision of around 1,500 UCBs across the country"
863,"December 24, 2019, Tuesday","Bengaluru, Mumbai to see healthy office rental growth in 2020: Report","According to a study titled 'Asia-Pacific Prime Office Rental Index Q3 2019' by property consultant Knight Frank, the National ..."
864,"December 24, 2019, Tuesday",Anti-CAA protests in Assam: MFIN asks RBI forbearance for extended payments,"The anti-CAA protests have led to delays in repayments in the entire north-east region, pockets of Uttar Pradesh, as well as in ..."
865,"December 24, 2019, Tuesday",RBI believes PSU banks merger can create lenders of global scale,"Currently, there is not a single domestic lender in the global top 50 list, which since the 2008 global financial meltdown has ..."
866,"December 24, 2019, Tuesday","HDFC to mop up Rs 2,500 crore by issuing bonds on private placement basis",The secured redeemable non-convertible debentures are to be allotted on a private placement basis on Friday for an issue size of ...
867,"December 24, 2019, Tuesday",Gross NPA ratio improves to 9.1% at Sept end from 11.2% y-o-y: RBI,Net non-performing assets (NPAs) of all commercial banks reduced to 3.7 per cent in FY19 as against 6 per cent in FY18.
868,"December 23, 2019, Monday","GST fraud worth Rs 900 crore busted, three sent to judicial custody in TN",The kingpin and two of his accomplices were arrested and produced before a court which remanded him in judicial custody and ...
869,"December 23, 2019, Monday",RBI caps lending on P2P platforms at Rs 50 lakh to shield consumer interest,The lender investing more than Rs 10 lakh across P2P platforms will produce a certificate to P2P platforms from a practising ...
870,"December 23, 2019, Monday","Telangana banks' advances grew 0.37%  to Rs 1,966 cr in first half of FY20","Total advances by all sources - public sector banks, private sector banks and co-operative banks rose to Rs 53,5840.18 crore in ..."
871,"December 23, 2019, Monday",Number of debit cards fall by 15% to hit two-year low in 2019: RBI data,"Banks have stopped issuing suo moto cards for dormant accounts and moved to chip-based cards, weeding out many accounts"
872,"December 23, 2019, Monday",Lenders call for bids to rescue shadow bank Altico as crisis deepens,"Alitco's bad loans spiked to 23.8% of its loan book in the July-September quarter, adding to concerns of recovery for the lenders"
873,"December 23, 2019, Monday",Federal Bank ties up with Magicbricks to recover dues from 30 big accounts,The lender will be listing and e-auctioning the properties it repossessed from defaulters on the realty portal
874,"December 23, 2019, Monday","Rate cuts to 'operation twist', RBI governor is pushing policy boundaries",The policy easing cycle this year saw Das and his rate-setting panel deliver a rare 35 basis-point cut in August
875,"December 22, 2019, Sunday","Slowdown in SME sector can hurt mid-sized private banks, be selective","RBL, Federal and City Union appear better-placed to handle the potential SME loans-related woes; investors should be cautious on ..."
876,"December 22, 2019, Sunday","IBA to set up framework to address consortium, multiple lending issues","And to address these issues, there are two things which are happening, one is at the IBA level and another by RBI to develop ..."
877,"December 22, 2019, Sunday","IDBI to be out of PCA framework in Q4FY20 helped by IBC, capital infusion",The PCA framework kicks in when banks breach any of the three key regulatory trigger points namely capital to risk weighted ...
878,"December 21, 2019, Saturday","SBI chief nudges industry to borrow and invest, says no dearth of fund",He also said that the State Bank of India (SBI) is underutilising its loan sanction limits as there is not enough credit demand ...
879,"December 21, 2019, Saturday","Deposit rate cut beyond a point is risky, India lacks safety net: SBI chief","On rate transmission by banks, Kumar said when interest rate moves downwards then everybody starts talking and when it goes ..."
880,"December 21, 2019, Saturday","Most banks will improve stressed assets by March, says SBI chairman","On transmission of monetary policy, he said the banks cannot lower rates beyond a threshold due to asset liability mismatch ..."
881,"December 20, 2019, Friday","PFRDA likely to be sole pension regulator, seeks additional IT exemptions","At present, pensions products are sold by both insurance companies as well mutual funds, which makes Irdai and Sebi, as the ..."
882,"December 20, 2019, Friday","Do not want businesses to shut, will help revive: Sitharaman to India Inc","Addressing industry representatives, Sitharaman said India's macro-economic indicators were on a solid footing"
883,"December 20, 2019, Friday","Four companies including SBI Card, ICICI Home Finance to list papers on BSE","Post process, the effective date of listing for the commercial paper at the exchange will be December 23, the BSE said in a ..."
884,"December 20, 2019, Friday",AIIB announces $210 million loan for irrigation & solar energy projects,India is the second-largest shareholder of the bank and the largest recipient of its loan and equity commitments.
885,"December 20, 2019, Friday",Women's share in life insurance policies is 36% in FY19: Irdai report,"The share of women in terms of number of policies is 36%, higher than what it was in FY18 at 32%"
886,"December 20, 2019, Friday","IDBI Bank plans to raise up to Rs 2,000 crore through tier-II bonds",The bank reported overall capital adequacy ratio of 11.98% in September this year
887,"December 19, 2019, Thursday",Take measures to improve ease of doing business: India Inc to Sitharaman,"India Inc leaders, including  Bharti Enterprises Chairman Sunil Bharti Mittal, CII President Vikram Kirloskar and Assocham ..."
888,"December 19, 2019, Thursday","Foreign funds push investment in real estate up 9% to Rs 43,780 cr: Report","Office properties attracted 46 per cent of the total inflow and received nearly Rs 20,000 crore this year"
889,"December 19, 2019, Thursday","HDIL, its promoters to repay loan to PMC Bank, assets to be sold soon: HC",The court also said that the assets of HDIL and Wadhawans must be sold at the earliest in the interest of the PMC Bank and its ...
890,"December 19, 2019, Thursday",Ind-Ra downgrades YES Bank on inadequate equity infusion; places on RWN,"In a similar move, ICRA has downgraded rating on YES Bank's tier-II bonds from ""A+"" to ""A"""
891,"December 19, 2019, Thursday","Bank of Baroda underreported bad loans by Rs 5,250 cr in FY19: RBI report","In recent months, there have been several instances of under-reporting of bad loans by lenders"
892,"December 19, 2019, Thursday",RBI defends its nod for sacking Kochhar; matter to be heard on January 13,"The RBI said while approving Kochhar's termination, it acted in accordance with the statutory provisions"
893,"December 18, 2019, Wednesday","JM Financial goes digital, pools in FDs to help cash-strapped NBFCs","Initially the platform will be to collect fixed deposits for HDFC, Bajaj Finance, and Mahindra Finance, he said, which will be ..."
894,"December 18, 2019, Wednesday",Bring not-for-profit microlenders under regulatory framework: MFI body,"Currently, NBFC-MFIs are regulated by the Reserve Bank of India but not-for-profit organisations and SHG-promoting- institutions"
895,"December 18, 2019, Wednesday","Finance Ministry asks central, state depts to continue work with IDBI Bank","It can be noted that in January 2019, the insurance behemoth completed acquisition 51 percent stake in IDBI Bank, following which ..."
896,"December 18, 2019, Wednesday","Bank of Baroda raises Rs 1,747 cr by issuing Basel III-compliant bonds","To comply with Basel III capital regulations, banks need to improve and strengthen their capital planning processes."
897,"December 17, 2019, Tuesday",Banks likely to take more loan write-offs due to weak recovery prospects,Resolution delays coupled with rising provision cover on large legacy bad loans (nearing 90 per cent) could mean that loan ...
898,"December 17, 2019, Tuesday","With 'restrictive' norms, not many takers for small finance bank licences",Word is out that there will be relatively few takers for SFB licences compared to the 72 applicants who lined up in February 2015
899,"December 17, 2019, Tuesday",Consumer complaints at Offices of Banking Ombudsman rise 20% in FY19: RBI,Mis-selling and ATM-related complaints have gone up
900,"December 17, 2019, Tuesday","SAT denies relief to Axis Bank in Karvy case, asks it to approach Sebi","Lender had approached tribunal seeking shares pledged by Karvy to it be unfreezed, saying the clients who owned the securities ..."
901,"December 17, 2019, Tuesday",Fitch affirms Bank of Baroda's IDR at 'BBB-'; VR off rating watch negative,"The lender's performance is likely to stay subdued on weak economy, NBFC stress"
902,"December 17, 2019, Tuesday",Retail loans set to double to Rs 96 trn in next 5 yrs: ICICI-CRISIL report,"Apart from this, the regulatory and legislative measures taken by the government in the past few years have propelled growth in ..."
903,"December 17, 2019, Tuesday",SBI may take 3 years to list general insurance arm: Chairman Rajnish Kumar,SBI had last year listed its life insurance arm and the proceeds came in handy to fight difficulties in asset quality. It is also ...
904,"December 16, 2019, Monday",UCO Bank raises Rs 500 crore by issuing Basel III compliant bonds,The bank added that the board had approved the issuance of these bonds in October
905,"December 16, 2019, Monday","Equitas Small Finance Bank files draft papers for IPO, to raise Rs 550 cr",The equity shares of the company will be listed on the BSE and the NSE.
906,"December 16, 2019, Monday",RBI opens 24x7 NEFT window; over 1.14 mn transactions done in first 8 hours,The facility will be available on all days of the year including holidays
907,"December 16, 2019, Monday","SBI, KfW sign $277 mn agreement for energy-efficient housing programme","In addition to the $277 million dollar loan facility, KfW will also extend a grant of 1.5 million euros to SBI as a technical ..."
908,"December 16, 2019, Monday",PMC Bank money-laundering case: ED files chargesheet against HDIL promoters,The Enforcement Directorate on  Monday filed a charge sheet against Housing Development  Infrastructure Ltd (HDIL) promoters ...
909,"December 15, 2019, Sunday",PMC Bank depositors detained for protesting outside CM Thackeray's house,"The RBI had asked the bank not to grant or renew any loans and advances, make any investment or incur any liability, including ..."
910,"December 14, 2019, Saturday","PNB under-reported bad loans by Rs 2,617 cr in FY19: RBI report","In a regulatory filing on Saturday, PNB said the divergence in gross non-performing assets (NPAs) assessed by the central bank ..."
911,"December 14, 2019, Saturday","New intraday liquidity window for NEFT settlement from Monday, says RBI","All banks will be eligible for the intraday facility, but the limit will be set by the RBI from time to time"
912,"December 13, 2019, Friday","Post PMC scam, RBI board discusses functioning of co-operative banks","Following exposure of scam in the PMC Bank, which had over 9.15 lakh depositors, the RBI had imposed restrictions on withdrawals"
913,"December 13, 2019, Friday","RBI considers extending bank-like vigil on NBFCs, cooperative banks",These entities will have to reveal divergence in provisioning during auditing
914,"December 13, 2019, Friday","South Indian Bank needs Rs 1,000 cr tier-I capital in next 15 months","India Ratings and Research (Ind-Ra) has revised outlook for the lender from ""stable"" to ""negative"" and affirmed its long-term ..."
915,"December 13, 2019, Friday","CCI approves stake buy in SBI General Insurance by Napean, Honey Wheat","The country's largest lender and Insurance Australia Group (IAG) held 70 per cent and 26 per cent, respectively, in SBI General ..."
916,"December 13, 2019, Friday","FDI at record levels, Rs 4.47 trillion sanctioned to NBFCs, HFCs: CEA","The CEA also pointed out the recent disinvestment decisions regarding PSU majors BPCL, CONCOR and SCI"
917,"December 13, 2019, Friday",Cash woes at India shadow lenders may lead to more bad debt at banks,"Banks and non-bank firms are in a feedback loop, especially through exposures to the real estate sector, which is under ..."
918,"December 13, 2019, Friday",AU Small Fin Bank raises Rs 525 cr from Temasek arm Camas Investments Pte,Temasek has invested the money through the conversion of its 1.01 crore warrants.
919,"December 13, 2019, Friday","YES Bank share sale: Erwin Singh Braich, family offices may not be included",Bank plans to raise $1.75 billion; in talks with five European institutions: Ravneet Gill
920,"December 12, 2019, Thursday","SFBs need to widen deposit base by Rs 60,000 crore in 2 yrs: Report","Granular deposits, which are current and savings deposits and retail term deposits, accounted for 48 per cent of total deposits ..."
921,"December 12, 2019, Thursday","Deloitte, Sells failed to comply with auditing standards during IFIN audit","Flagging multiple lapses, the National Financial Reporting Authority (NFRA) has said that Deloitte Haskins and Sells LLP failed ..."
922,"December 12, 2019, Thursday",Allahabad Bank to slash MCLR across tenors by 5 bps from Saturday,The one-year MCLR is the benchmark to price most of consumer loans such as auto and personal
923,"December 12, 2019, Thursday",BoB signs share purchase agreement to sell Trinidad & Tobago business,"As part of rationalising its  international operations, state-owned Bank of Baroda Thursday  signed a share purchase agreement ..."
924,"December 12, 2019, Thursday",Maharashtra govt to take up concerns of PMC Bank depositors with RBI,Patil recalled that he had suggested merger of the PMC and MSC banks to the latter's chairman
925,"December 12, 2019, Thursday",Is YES Bank getting quality offers? Delay raises some serious questions,The Mumbai-based lender said its board failed to reach a final decision on potential investors at a meeting
926,"December 12, 2019, Thursday",Time running out fast for YES Bank as it scouts for a new investor,"Yes Bank Ltd. shares tumbled the most in two months after its board deferred an announcement on new investors, prompting a ..."
927,"December 12, 2019, Thursday","Das meets heads of PSBs, discusses transmission of rates, stressed assets","The meeting focused on credit flow to the 'productive sectors' which include micro, small and medium enterprises and non-banking ..."
928,"December 11, 2019, Wednesday",MFIs managing risk by turning to tech innovation to ensure loan repayment,The technological interventions were necessitated by the increasing cases of defaults in the microfinance segment
929,"December 11, 2019, Wednesday","NBFCs, HFCs rated up to BBB+ come under partial credit guarantee scheme",This will allow public sector banks (PSBs) to buy pooled assets from financially sound entities
930,"December 11, 2019, Wednesday","Bank of India eyes Rs 10,000 cr loan sales in ongoing special drive","The outreach programme is being conducted in 54 zones, comprising 5,000 branches"
931,"December 11, 2019, Wednesday",PNB Housing Finance clarifies rumours about Omaxe group loan exposure,"Besides, the company sanctioned Rs 200 crore for Project Grand Omaxe Lucknow in January 2018."
932,"December 11, 2019, Wednesday",Lending rules for weak shadow banks eased to help them access more funds,The cabinet also approved a pact with Japan to help build high grade steel manufacturing capabilities in the country
933,"December 11, 2019, Wednesday",Non-bank growth to fall to 6-8% in FY20; lowest in a decade: Crisil,"Funding issues, rising borrowing costs, re-calibration and de-risking of loan portfolios and economic slowdown will weigh on AUM ..."
934,"December 11, 2019, Wednesday",UP cooperative bank employees' PF trust invested Rs 21 cr in scam hit DHFL,"Adityanath government to take legal action, including filing for claims with liquidator"
935,"December 11, 2019, Wednesday","YES Bank extends fall, shares slip over 15% on capital infusion concerns",The stock opened lower on the BSE and slumped further by 19.48% to Rs 40.70 ion day trade
936,"December 11, 2019, Wednesday",Credit Suisse cuts profit target as revenue set to fall short amid slowdown,The bank last month appointed new leadership to the division and aims to bolster its M&A activity by adding more bankers to ...
937,"December 11, 2019, Wednesday",Reserve Bank of India February rate cut on a knife's edge: Reuters poll,RBI cited concern about near-term inflation when it took analysts and markets by surprise and kept it unchanged last week
938,"December 11, 2019, Wednesday","IIFL sees opportunity in crisis, bets on beleaguered financial sector",Defaults that began in 2017 with the IL&FS Group have triggered liquidity issues across other banks and shadow lenders that now ...
939,"December 11, 2019, Wednesday","Cashiers, peon among those penalised for bank NPAs in FY18, reveals RTI","FMs' statements in the Lok Sabha show that 41,360 public-sector bank employees have been held responsible and penalised for NPAs ..."
